polarity,filtered_text,sentiment,id,lang,text,subjectivity,Joe Biden,Raphael Warnock,Donald Trump,2022 Special Election,Biden 2024,2020 Election,Trump 2024,Herschel Walker,Democrats,2022 Midterm,Republicans
-0.6808000206947327,"lol rigged is trending because we now have another piece of evidence the 2020 election was rigged af. just another case of the only different between ""conspiracy theory"" and ""proven fact"" being a few months of time.",Negative,"Any[""1584349209683439616""]",en,"LOL Rigged is trending because we now have another piece of evidence the 2020 election was rigged af.

Just another case of the only different between ""conspiracy theory"" and ""proven fact"" being a few months of time.",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.3400000035762787,"rt rep. paul gosar, r-arizona, endorses donald trump’s call for “termination” of constitutional provisions to rescind the 2020…",Positive,"Any[""1584349209683439616"", ""1584339387256639488""]",en,"RT @sahilkapur: Rep. Paul Gosar, R-Arizona, endorses Donald Trump’s call for “termination” of constitutional provisions to rescind the 2020…",obj,false,false,true,false,false,true,false,false,false,false,false
-0.7002999782562256,"must see….”2000 mules,” a documentary film created by dinesh d’souza, exposes widespread, coordinated voter fraud in the 2020 election, sufficient to change the overall outcome the 2020 election was rigged. anyone with a brain knew that. corrupt joe biden should be impeached https://t.co/bl5xoxjscf",Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,"MUST SEE….”2000 Mules,” a documentary film created by Dinesh D’Souza, exposes widespread, coordinated voter fraud in the 2020 election, sufficient to change the overall outcome

The 2020 election was rigged. Anyone with a brain knew that.

Corrupt Joe Biden should be impeached https://t.co/bl5xOXJScf",obj,true,false,false,false,false,true,false,false,false,false,false
0.20229999721050262,rt just unbelievable. fbi hq and san fran fbi office force social media companies to have on standby staff 24/7 to remove wh…,Positive,"Any[""1584349209683439616""]",en,RT @julie_kelly2: Just unbelievable. FBI HQ and San Fran FBI office force social media companies to have on standby staff 24/7 to remove wh…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.8019999861717224,rt so can we now conclude beyond a reasonable doubt that the 2020 election was rigged and stolen?,Negative,"Any[""1584349209683439616""]",en,RT @DineshDSouza: So can we now conclude beyond a reasonable doubt that the 2020 election was rigged and stolen?,obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,rt the fbi is accused of interfering in the 2020 election and conspiring to violate the first amendment. yet fbi director c…,Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,RT @mirandadevine: The FBI is accused of interfering in the 2020 election and conspiring to violate the First Amendment. Yet FBI Director C…,obj,true,false,false,false,false,true,false,false,false,false,false
-0.7390999794006348,"watch this video. this case before the scotus to consider hearing on jan 6th ironically, could over turn the 2020 stolen election. long shot but it has merit based on the plaintiffs being contacted by the clerk of the scotus. the argument is 388 members of congress violated oath. https://t.co/ilg1fy0qap",Negative,"Any[""1584349209683439616""]",en,"Watch this video. This case before the SCOTUS to consider hearing on Jan 6th ironically, could over turn the 2020 stolen election. Long shot but it has merit based on the plaintiffs being contacted by the clerk of the SCOTUS. The argument is 388 members of Congress violated oath. https://t.co/iLG1FY0qaP",obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,no. he should be jailed.,Negative,"Any[""1584349209683439616""]",en,@_Peace_Love_US No. He should be jailed.,obj,false,false,false,false,false,true,false,false,false,false,false
-0.6596999764442444,rt the fbi is accused of interfering in the 2020 election and conspiring to violate the first amendment. yet fbi director c…,Negative,"Any[""1584349209683439616"", ""1584349209683439618""]",en,RT @mirandadevine: The FBI is accused of interfering in the 2020 election and conspiring to violate the First Amendment. Yet FBI Director C…,obj,true,false,false,false,false,true,false,false,false,false,false
0.3612000048160553,"hey chuck. they are a private company, they can relaxes what they choose.",Positive,"Any[""1584349209683439616""]",en,"@ChuckGrassley Hey Chuck. They are a private company, they can relaxes what they choose.",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,absolutely,Neutral,"Any[""1584349209683439616""]",en,@_Peace_Love_US Absolutely,obj,false,false,false,false,false,true,false,false,false,false,false
-0.4018999934196472,"who knows if those numbers on that link is accurate. i had said that ballots were mailed to every single registered voter, whether dead or alive, whether they lived in that state or not. did you read the links i provided, where it says not everyone got their ballots?",Negative,"Any[""1584349209683439616""]",en,"@StuartRenshaw6 @BachemMacuno @HeatherJamies17 @PoodleHead57 @RetireeGoneWild @MistyMiller68 @kareincountry @DPBeachNY @UncleBully87 @Vidian6 @DemocraticDaisy @joncoopertweets Who knows if those numbers on that link is accurate.  I had said that ballots were mailed to every single registered voter, whether dead or alive, whether they lived in that state or not. Did you read the links I provided, where it says not everyone got their ballots?",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,https://t.co/ri82ua4iwz,Neutral,"Any[""1584349209683439616""]",qme,@ChuckGrassley https://t.co/Ri82UA4iWZ,subj,false,false,false,false,false,true,false,false,false,false,false
0.29600000381469727,doj is a joke only investigating they do is at the demoncraps bidding. try investigating corrupt demoncraps for a change.,Positive,"Any[""1584349209683439616""]",en,@abc15 DOJ is a joke only investigating they do is at the demoncraps bidding. Try investigating corrupt demoncraps for a change.,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
0.33820000290870667,"yes, the dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. how diabolical! https://t.co/x9b5en9dxl",Positive,"Any[""1584349209683439616""]",en,"Yes, the Dems rigged the election - they ran qualified candidates with integrity and self respect that sane people wanted to vote for, instead of loony, corrupt assholes. How diabolical! https://t.co/x9b5en9dxl",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,"rt watch this video. this case before the scotus to consider hearing on jan 6th ironically, could over turn the 2020 stolen…",Neutral,"Any[""1584349209683439616""]",en,"RT @WisdomPatriot: Watch this video. This case before the SCOTUS to consider hearing on Jan 6th ironically, could over turn the 2020 stolen…",obj,false,false,false,false,false,true,false,false,false,false,false
-0.6908000111579895,rt the 2020 election was rigged and stolen,Negative,"Any[""1584349209683439616""]",en,RT @hodgetwins: The 2020 election was rigged and stolen,obj,false,false,false,false,false,true,false,false,false,false,false
-0.29600000381469727,rt ginni thomas used the independent state legislature theory in her efforts to pressure state lawmakers to overturn the 2020 ele…,Negative,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas used the independent state legislature theory in her efforts to pressure state lawmakers to overturn the 2020 ele…,obj,false,false,false,false,false,true,false,false,false,false,false
0.0,rt ginni thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,Neutral,"Any[""1584349209683439616""]",en,RT @RBReich: Ginni Thomas was involved in efforts to overturn the 2020 election using the independent state legislature theory—central to a…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.20229999721050262,rt trump and his allies tried to exploit vague language in the electoral count act of 1887 to overturn the results of the 2020 el…,Negative,"Any[""1584349209683439616""]",en,RT @RBReich: Trump and his allies tried to exploit vague language in the Electoral Count Act of 1887 to overturn the results of the 2020 el…,obj,false,false,false,false,false,true,false,false,false,false,false
-0.27320000529289246,"rt judicial watch - judicial watch: over 4,700 of georgia’s absentee votes in november 2020 election tied to non-resident…",Negative,"Any[""1584349209683439616""]",en,"RT @Deplorable_1976: Judicial Watch - Judicial Watch: Over 4,700 of Georgia’s Absentee Votes in November 2020 Election Tied to Non-Resident…",obj,false,false,false,false,false,true,false,false,false,false,false
0.0,and all will be going forward. 1776 2.0 https://t.co/l0xdzsfg3k,Neutral,"Any[""1584349209683439616""]",en,"And all will be going forward.

1776  2.0 https://t.co/L0XdzSfg3K",subj,false,false,false,false,false,true,false,false,false,false,false
-0.29600000381469727,its been more than 2 years since the debacle of 2020 - if the gop can’t stop election theft then maybe they don’t deserve to be in power.,Negative,"Any[""1584349209683439616""]",en,@MikeWitko51 Its been more than 2 years since the debacle of 2020 - if the GOP can’t stop election theft then maybe they don’t deserve to be in power.,obj,false,false,false,false,false,true,false,false,false,false,false
-0.25,"a sitting president, with every department of government at his disposal claiming the challenger stole the election is ridiculous",Negative,"Any[""1584349209683439616""]",en,"@_Peace_Love_US A sitting president, with every department of government at his disposal claiming the challenger stole the election is ridiculous",obj,false,false,false,false,false,true,false,false,false,false,false
